recording_id,site_id,datetime,datetime_utc,sample_rate,duration,samples,file_size,bit_rate,sample_encoding,upload_time,meta,url
241695696,69165,03/22/2025 18:30:00,03/22/2025 16:30:00,48000,60,2880000,0,382202,flac,05/23/2025 12:15:21,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T16:30:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_163000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:13.7"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_163000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/80c5233d-15a8-435e-a60a-115b45639ca9.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=cd1724171a91f242a2da051c62b37bc6a64d8e0e960a775ada3cbac44733689d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D80c5233d-15a8-435e-a60a-115b45639ca9.flac&x-id=GetObject
241695966,69165,03/23/2025 00:05:00,03/22/2025 22:05:00,48000,60,2880000,0,375144,flac,05/23/2025 12:15:59,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T22:05:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_220500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:-0.2"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_220500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/4dc9a9a4-946c-4db8-8a60-c6cae5d27d22.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=c3004d5a4b42dcdcfc7b0b76f5c8021bd8a7d1fa92ea0b0d08bc3f73ea083171&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D4dc9a9a4-946c-4db8-8a60-c6cae5d27d22.flac&x-id=GetObject
241695984,69165,03/22/2025 15:55:00,03/22/2025 13:55:00,48000,60,2880000,0,388868,flac,05/23/2025 12:16:06,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T13:55:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_135500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:28.8"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_135500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/2acfc032-de25-4ccd-ae84-edc1f6345875.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=6c5b6e4929c0ec36ec83cda1a3d21e6dbe4c362f5e8aeeaac8a416a306b0e377&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D2acfc032-de25-4ccd-ae84-edc1f6345875.flac&x-id=GetObject
241695996,69165,03/22/2025 16:50:00,03/22/2025 14:50:00,48000,60,2880000,0,404214,flac,05/23/2025 12:16:11,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T14:50:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_145000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:28.2"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_145000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/d69ea653-ab5c-463e-986b-397a042fe0bd.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=1c6b9711bbb5ddb165b4a49944d4c1590c242560d9d2b24e97dfe33891ec70d2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dd69ea653-ab5c-463e-986b-397a042fe0bd.flac&x-id=GetObject
241696072,69165,03/23/2025 07:35:00,03/23/2025 05:35:00,48000,60,2880000,0,379470,flac,05/23/2025 12:16:16,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-23T05:35:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250323_053500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:-1.8"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250323_053500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/23/rqjbchhsc0g5/7219e6f0-1c59-4dca-95c8-4c3622d0480d.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=039f78f94f2043c214a5b2c7c8fc3281cb1d58be04ed1c0896ddad0a7966ebcb&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7219e6f0-1c59-4dca-95c8-4c3622d0480d.flac&x-id=GetObject
241696074,69165,03/22/2025 13:15:00,03/22/2025 11:15:00,48000,60,2880000,0,423498,flac,05/23/2025 12:16:17,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T11:15:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_111500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:21.5"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_111500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/50f228bc-28e0-4db4-928d-d69363b2f7a6.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=20ad082fd51c14c28ba999429159518c0cfba33cd697251517e7fb1aa45860ca&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D50f228bc-28e0-4db4-928d-d69363b2f7a6.flac&x-id=GetObject
241696075,69165,03/22/2025 20:45:00,03/22/2025 18:45:00,48000,60,2880000,0,376489,flac,05/23/2025 12:16:18,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T18:45:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_184500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:3.6"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_184500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/f04def6d-55d3-48a3-a721-b21e6473f50b.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=6c302088274a472804d3c8fd59cbb5b1e31240cc4bec1ca3948811cf3b5f5b15&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Df04def6d-55d3-48a3-a721-b21e6473f50b.flac&x-id=GetObject
241696077,69165,03/22/2025 18:15:00,03/22/2025 16:15:00,48000,60,2880000,0,384024,flac,05/23/2025 12:16:19,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T16:15:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_161500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:19.0"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_161500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/b606b4d6-ee06-4b2e-bc5b-ab29bf72f3d8.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=d07051b331c34501dc015a87765e9311a7e0716aedd18fa81ec615ffcf870600&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Db606b4d6-ee06-4b2e-bc5b-ab29bf72f3d8.flac&x-id=GetObject
241696181,69165,03/23/2025 13:25:00,03/23/2025 11:25:00,48000,60,2880000,0,448504,flac,05/23/2025 12:16:27,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-23T11:25:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250323_112500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:19.3"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250323_112500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/23/rqjbchhsc0g5/9806b31b-744c-494d-9146-b500004a7a1a.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=649847be85926c02c15068b888be931efd3b2e99b434db8955dc59ff59ba35a6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9806b31b-744c-494d-9146-b500004a7a1a.flac&x-id=GetObject
241696188,69165,03/22/2025 19:15:00,03/22/2025 17:15:00,48000,60,2880000,0,380878,flac,05/23/2025 12:16:28,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC05641FC639;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-22T17:15:00Z;Loc Position:56.970265 24.332214;OAD|Loc Source:Acoustic chime;Original Filename:20250322_171500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:5.0;Temperature Int:8.0"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250322_171500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/22/rqjbchhsc0g5/97f4ba36-9bbb-456d-8461-100b46e08741.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090124Z&X-Amz-Expires=604800&X-Amz-Signature=9be554becf35b53278494c92f8685b317144435f1f77433e7e524a1178011a12&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D97f4ba36-9bbb-456d-8461-100b46e08741.flac&x-id=GetObject
