recording_id,site_id,datetime,datetime_utc,sample_rate,duration,samples,file_size,bit_rate,sample_encoding,upload_time,meta,url
254038637,70858,06/30/2025 10:35:00,06/30/2025 07:35:00,48000,60,2880000,0,633783,flac,07/10/2025 11:11:38,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T07:35:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_073500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:16.6"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_073500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/c6447a16-43ab-4b2e-aad6-3976c247b0ef.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=4329c3e80d67e3cbb4b611242b5efe62122d306ff8602af366ed3a2ab7a5d26f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dc6447a16-43ab-4b2e-aad6-3976c247b0ef.flac&x-id=GetObject
254038641,70858,06/30/2025 10:20:00,06/30/2025 07:20:00,48000,60,2880000,0,621142,flac,07/10/2025 11:11:39,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T07:20:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_072000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:16.4"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_072000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/c186d73a-2772-4397-ba0c-a75a232cd40c.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=46c7760badc8673089f950f8b26efbbeb0fba36c393295471949a5d2a7f11309&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dc186d73a-2772-4397-ba0c-a75a232cd40c.flac&x-id=GetObject
254038647,70858,06/30/2025 06:40:00,06/30/2025 03:40:00,48000,60,2880000,0,568548,flac,07/10/2025 11:11:41,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T03:40:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_034000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:10.4"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_034000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/6b18b7e1-78ef-4d88-bcd8-d709131cc3ed.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=404fca17500ee034962f123d960017e73ba93a8f16d4ec97f0cfe1d5d321cf99&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6b18b7e1-78ef-4d88-bcd8-d709131cc3ed.flac&x-id=GetObject
254038661,70858,06/30/2025 10:40:00,06/30/2025 07:40:00,48000,60,2880000,0,655184,flac,07/10/2025 11:11:44,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T07:40:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_074000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:16.9"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_074000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/22a38f73-0857-4cc2-a6f3-c1aefcefdf76.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=3a268b49e07f713e6174a94f58207a13e732236870bff8636d026f7a778a532f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D22a38f73-0857-4cc2-a6f3-c1aefcefdf76.flac&x-id=GetObject
254038662,70858,06/30/2025 03:55:00,06/30/2025 00:55:00,48000,60,2880000,0,587677,flac,07/10/2025 11:11:44,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T00:55:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_005500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:11.7"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_005500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/0c4c7ba3-8f08-45cc-8e6a-8bdf286a20d6.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=42c9074ed219518aa00241adbd296ae48749e7ec07c6ee53a200cacee7f9be3f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D0c4c7ba3-8f08-45cc-8e6a-8bdf286a20d6.flac&x-id=GetObject
254038665,70858,06/30/2025 06:00:00,06/30/2025 03:00:00,48000,60,2880000,0,591086,flac,07/10/2025 11:11:45,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T03:00:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_030000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:10.2"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_030000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/5c1f3c63-1d0e-413a-be45-b6ea41f52ecb.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=642f6241dfcaff9ec97069f303d8c5e64205c830b90521ac41f45d8ce2f544fd&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5c1f3c63-1d0e-413a-be45-b6ea41f52ecb.flac&x-id=GetObject
254038670,70858,06/30/2025 04:05:00,06/30/2025 01:05:00,48000,60,2880000,0,503819,flac,07/10/2025 11:11:46,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T01:05:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_010500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:11.2"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_010500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/8124890e-1cf1-4fb1-b4aa-4195d159b47d.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=c7e8be4307c5397e0e6dde248b7a68ee7ff2af6a9b68aed7292a4029ca64d8c3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D8124890e-1cf1-4fb1-b4aa-4195d159b47d.flac&x-id=GetObject
254038680,70858,06/30/2025 04:15:00,06/30/2025 01:15:00,48000,60,2880000,0,529796,flac,07/10/2025 11:11:48,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T01:15:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_011500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:10.7"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_011500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/909b06ac-9c4d-4f97-92ca-4de48ea8601f.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=87d3415a7c4c4195f0ef43565c3f8b283e249cc923327fc833efa0d605039cfd&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D909b06ac-9c4d-4f97-92ca-4de48ea8601f.flac&x-id=GetObject
254038682,70858,06/30/2025 11:05:00,06/30/2025 08:05:00,48000,60,2880000,0,617386,flac,07/10/2025 11:11:49,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T08:05:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_080500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:18.0"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_080500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/c31d987f-9b60-4fc3-83fb-332dd93e33c9.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=9212c1c9caa010c891a75d2d934e379dd818bd22f0ad27ae5392dc19f9aa8ee3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dc31d987f-9b60-4fc3-83fb-332dd93e33c9.flac&x-id=GetObject
254038692,70858,06/30/2025 11:00:00,06/30/2025 08:00:00,48000,60,2880000,0,609259,flac,07/10/2025 11:11:51,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T08:00:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_080000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:17.4"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_080000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/44b37046-2cee-47af-83d2-3822a2763a3b.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=35c80c0f9c38cd8bb0396cc060803a0b6957ec44f192acdc76b700298da5d331&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D44b37046-2cee-47af-83d2-3822a2763a3b.flac&x-id=GetObject
254038694,70858,06/30/2025 11:25:00,06/30/2025 08:25:00,48000,60,2880000,0,652099,flac,07/10/2025 11:11:52,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T08:25:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_082500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:17.7"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_082500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/cd400127-0b35-4078-87e5-a73a89847532.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=7ab085932f4b55fc26e4926fc5762e8187433a89778c227ee5a596065eac50ff&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dcd400127-0b35-4078-87e5-a73a89847532.flac&x-id=GetObject
254038695,70858,06/30/2025 11:15:00,06/30/2025 08:15:00,48000,60,2880000,0,657475,flac,07/10/2025 11:11:52,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T08:15:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_081500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:18.0"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_081500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/2de3c1c7-c4ed-4a5c-b352-988c3c89f458.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=dce27e34887db3a4c67199d912a727bb89edaaa66a47abc1142e4592ba9b4fed&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D2de3c1c7-c4ed-4a5c-b352-988c3c89f458.flac&x-id=GetObject
254038698,70858,06/30/2025 09:00:00,06/30/2025 06:00:00,48000,60,2880000,0,620770,flac,07/10/2025 11:11:52,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:2453AC0263ED8F59;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-06-30T06:00:00Z;Loc Position:56.931906 23.616692;OAD|Loc Source:Acoustic chime;Original Filename:20250630_060000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:3.7;Temperature Int:15.2"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250630_060000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/06/30/iuddryl0nepa/7cf9acce-01c0-42b8-9ae6-8534b9e9edf7.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T091324Z&X-Amz-Expires=604800&X-Amz-Signature=b6cf4e4277c1a9036a3f509fccc4b9c37a41bc8548bb38c061023474be03e218&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7cf9acce-01c0-42b8-9ae6-8534b9e9edf7.flac&x-id=GetObject
