recording_id,site_id,datetime,datetime_utc,sample_rate,duration,samples,file_size,bit_rate,sample_encoding,upload_time,meta,url
230188690,69162,03/04/2025 16:55:00,03/04/2025 14:55:00,48000,60,2880000,0,508551,flac,03/20/2025 10:43:40,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T14:55:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_145500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:5.0"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_145500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/6454518c-aa74-443d-95ed-d922075d3a33.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=546bf46a2843941d4f79d1d5899f7582b89c1750491b3beb847c96d980138009&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6454518c-aa74-443d-95ed-d922075d3a33.flac&x-id=GetObject
230188691,69162,03/04/2025 17:05:00,03/04/2025 15:05:00,48000,60,2880000,0,490541,flac,03/20/2025 10:43:41,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T15:05:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_150500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:4.7"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_150500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/967e7da1-b78c-4a3b-ab44-7dbfb6ca1fb1.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=6f468d5a8184eeda600339de27be532a251d09180c59184eb42866581b777903&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D967e7da1-b78c-4a3b-ab44-7dbfb6ca1fb1.flac&x-id=GetObject
230188692,69162,03/04/2025 15:55:00,03/04/2025 13:55:00,48000,60,2880000,0,510354,flac,03/20/2025 10:43:43,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T13:55:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_135500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.1;Temperature Int:5.6"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_135500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/57ed48f8-f01f-473a-9ea5-33a8540e8aff.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=eedaa7fdcf5fa560271c7fcf316b65d05580d2623bdbd547e0eaed5a0dd55f07&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D57ed48f8-f01f-473a-9ea5-33a8540e8aff.flac&x-id=GetObject
230188701,69162,03/04/2025 16:50:00,03/04/2025 14:50:00,48000,60,2880000,0,514003,flac,03/20/2025 10:43:57,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T14:50:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_145000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:4.8"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_145000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/bf862ff9-e4eb-481a-9ae5-b6b75024417a.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=b39d24ef7e814b94681121d3fa3f5ea211c1eda3180f20a0b9ff1ba949952580&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dbf862ff9-e4eb-481a-9ae5-b6b75024417a.flac&x-id=GetObject
230188704,69162,03/04/2025 17:00:00,03/04/2025 15:00:00,48000,60,2880000,0,457376,flac,03/20/2025 10:44:02,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T15:00:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_150000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:5.0"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_150000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/32d01f26-5a29-4f0e-a97e-9a217384723e.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=77e37ad584f668f87db5f9cd7775208fc76f55d98b804fd89a9d9b4c266cfb8f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D32d01f26-5a29-4f0e-a97e-9a217384723e.flac&x-id=GetObject
230188706,69162,03/04/2025 20:05:00,03/04/2025 18:05:00,48000,60,2880000,0,481052,flac,03/20/2025 10:44:05,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T18:05:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_180500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:3.7"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_180500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/d0f9d7a4-58f5-4dc8-9eec-654196f2b857.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=592ace5f72e62fb65be5d44c2745da8ae63d14ae5d87b2b445e4b60696be6c62&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dd0f9d7a4-58f5-4dc8-9eec-654196f2b857.flac&x-id=GetObject
230188707,69162,03/04/2025 17:35:00,03/04/2025 15:35:00,48000,60,2880000,0,495357,flac,03/20/2025 10:44:07,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T15:35:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_153500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:4.2"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_153500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/6fa58725-11c8-4798-8904-5a3bef49fe12.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=bbb92f5f16e628ad4009d65e35d1d52c72b818ceee407c41a50ea17b9c86416c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D6fa58725-11c8-4798-8904-5a3bef49fe12.flac&x-id=GetObject
230188709,69162,03/04/2025 17:50:00,03/04/2025 15:50:00,48000,60,2880000,0,470738,flac,03/20/2025 10:44:10,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T15:50:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_155000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:3.9"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_155000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/7e34cfe6-1865-498c-aa4c-f4a83a346c59.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=d07bb495460d7a55b2e480c909aaa836a531e248f10b900d38b4d0206cfe0f0e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7e34cfe6-1865-498c-aa4c-f4a83a346c59.flac&x-id=GetObject
230188710,69162,03/04/2025 16:10:00,03/04/2025 14:10:00,48000,60,2880000,0,479670,flac,03/20/2025 10:44:11,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T14:10:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_141000.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:5.6"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_141000.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/309d8b03-8f6d-465b-8633-3af07c27540f.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=1bf93990f84dbe1c850ae3d8edc4e9307b2586a5c58e3db2df2ccc184a12d578&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D309d8b03-8f6d-465b-8633-3af07c27540f.flac&x-id=GetObject
230188711,69162,03/04/2025 16:45:00,03/04/2025 14:45:00,48000,60,2880000,0,548814,flac,03/20/2025 10:44:13,"{""comment"":""GUANO|Version:1.0;Make:Open Acoustic Devices;Model:AudioMoth;Serial:24E1440163ED1DD7;Firmware Version:AudioMoth-Firmware-Basic (1.11.0);Timestamp:2025-03-04T14:45:00Z;Loc Position:57.026537 24.189724;OAD|Loc Source:Acoustic chime;Original Filename:20250304_144500.WAV;OAD|Recording Settings:48000 GAIN 2;OAD|Battery Voltage:4.0;Temperature Int:4.8"",""artist"":""AudioMoth"",""encoder"":""Lavf58.24.101"",""filename"":""20250304_144500.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2025/03/04/7j7hefr0a48m/d595c867-f642-44cb-8dfb-84deeb9fe2f2.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20251210%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20251210T090007Z&X-Amz-Expires=604800&X-Amz-Signature=93334569cad64ccb955d5c945d46f35ad7d0d447bb110cbdb2f8fb20b402c753&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dd595c867-f642-44cb-8dfb-84deeb9fe2f2.flac&x-id=GetObject
